,index,ISO_language,textfile,Frequency,file,Perimetric_complexity,Compression,ISO_script,LengthScript,Idiosyncratic,Type,Family,Ancestor,Sum_count,Relative_frequency,Sum_prob,Source,Unicode
0,00390,ell,ΐ,196.0,7.0,25.769891960694103,1072,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.00011172502874354375,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",00390
1,003AC,ell,ά,32076.0,7.0,54.5976656754479,1472,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.018284142969275045,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003AC
2,003AD,ell,έ,30697.0,7.0,41.360042161241395,1203,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.017498077588472258,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003AD
3,003AE,ell,ή,15128.0,7.0,51.3885885736318,1132,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.008623348136899642,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003AE
4,003AF,ell,ί,35771.0,7.0,24.3329687846215,1047,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.020390387771353588,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003AF
5,003B0,ell,ΰ,1.0,1.0,42.9490105324045,1228,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,5.70025656854815e-07,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003B0
6,003B1,ell,α,189222.0,8.0,48.719588093312105,1428,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.10786139484138181,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003B1
7,003B2,ell,β,13558.0,8.0,69.5031218127738,1364,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.007728407855637582,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003B2
8,003B3,ell,γ,29651.0,8.0,38.3889029008081,1201,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.01690183075140212,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003B3
9,003B4,ell,δ,30504.0,8.0,52.9240517869106,1381,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.01738806263669928,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003B4
10,003B5,ell,ε,135751.0,8.0,35.5625245961601,1136,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.077381552943698,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003B5
11,003B6,ell,ζ,5964.0,8.0,44.2813130202662,1298,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.003399633017482117,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003B6
12,003B7,ell,η,44314.0,8.0,45.5505428825906,1086,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.025260116957864273,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003B7
13,003B8,ell,θ,28165.0,8.0,60.058568667777,1304,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.016054772625315867,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003B8
14,003B9,ell,ι,114655.0,8.0,18.3452210299259,950,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.06535629168668881,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003B9
15,003BA,ell,κ,71163.0,8.0,49.0103978348065,1182,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.040564735818759204,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003BA
16,003BB,ell,λ,47237.0,8.0,36.881820027826706,1299,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.0269263019528509,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003BB
17,003BC,ell,μ,48515.0,8.0,50.605657689568005,1138,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.02765479474231135,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003BC
18,003BD,ell,ν,127432.0,8.0,31.515409746377898,1150,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.07263950950432278,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003BD
19,003BE,ell,ξ,6307.0,8.0,51.7517848517828,1379,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.0035951518177833185,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003BE
20,003BF,ell,ο,151329.0,8.0,37.0931939205354,1148,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.08626141262618231,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003BF
21,003C0,ell,π,65556.0,8.0,43.8162919725421,1181,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.03736860196077425,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003C0
22,003C1,ell,ρ,62412.0,8.0,47.239828468331204,1132,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.035576441295622714,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003C1
23,003C2,ell,ς,65480.0,8.0,35.8416134155205,1176,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.037325280010853286,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003C2
24,003C3,ell,σ,75279.0,8.0,40.3461431309875,1141,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.04291096142237362,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003C3
25,003C4,ell,τ,143618.0,8.0,30.0940688846728,1032,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.08186594478617483,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003C4
26,003C5,ell,υ,64706.0,8.0,35.301145911495105,1130,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.03688408015244766,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003C5
27,003C6,ell,φ,13787.0,8.0,58.616212191578995,1311,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.007858943731057335,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003C6
28,003C7,ell,χ,14941.0,8.0,46.726979910416695,1360,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.008516753339067791,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003C7
29,003C8,ell,ψ,2768.0,8.0,75.5983213661942,1295,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.001577831018174128,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003C8
30,003C9,ell,ω,25993.0,8.0,51.8466384024966,1286,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.014816676898627206,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003C9
31,003CA,ell,ϊ,145.0,7.0,19.8518287487695,1011,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,8.265372024394818e-05,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003CA
32,003CB,ell,ϋ,32.0,6.0,37.0968297680108,1139,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,1.824082101935408e-05,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003CB
33,003CC,ell,ό,32685.0,7.0,43.097577871252604,1230,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.01863128859429963,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003CC
34,003CD,ell,ύ,18898.0,7.0,41.2486970395383,1192,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.010772344863242295,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003CD
35,003CE,ell,ώ,10371.0,7.0,57.7370595885065,1342,Grek,84,0,alphabet,Phoenician,Phnx,1754307.0,0.005911736087241287,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",003CE
36,005D0,hbo,א,112193.0,6.0,67.6998172112081,1351,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.08973121345444338,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005D0
37,005D0,heb,א,34260.0,2.0,67.6998172112081,1351,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.08542149749420301,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005D0
38,005D1,hbo,ב,66154.0,6.0,46.2669828924322,957,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.05290952817791882,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005D1
39,005D1,heb,ב,18779.0,2.0,46.2669828924322,957,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.04682225047996609,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005D1
40,005D2,hbo,ג,9047.0,6.0,35.323276513847105,1038,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.0072357302872937635,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005D2
41,005D2,heb,ג,3787.0,2.0,35.323276513847105,1038,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.009442242002642931,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005D2
42,005D3,hbo,ד,29223.0,6.0,37.547631367599394,974,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.023372360582025603,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005D3
43,005D3,heb,ד,10823.0,2.0,37.547631367599394,974,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.026985314284289526,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005D3
44,005D4,hbo,ה,114087.0,6.0,48.3390570867524,1050,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.09124602202790799,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005D4
45,005D4,heb,ה,34077.0,2.0,48.3390570867524,1050,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.08496521804173834,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005D4
46,005D5,hbo,ו,126753.0,6.0,27.3752400869637,892,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.10137620438878593,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005D5
47,005D5,heb,ו,46516.0,2.0,27.3752400869637,892,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.11597975415762835,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005D5
48,005D6,hbo,ז,9686.0,6.0,27.2546108172632,987,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.0077467982273380556,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005D6
49,005D6,heb,ז,3345.0,2.0,27.2546108172632,987,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.00834018999177201,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005D6
50,005D7,hbo,ח,30368.0,6.0,54.6182914469557,1077,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.024288123948771636,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005D7
51,005D7,heb,ח,9084.0,2.0,54.6182914469557,1077,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.022649412820704616,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005D7
52,005D8,hbo,ט,8186.0,6.0,59.1550443359474,1208,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.0065471082272340825,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005D8
53,005D8,heb,ט,2284.0,2.0,59.1550443359474,1208,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.005694766499613534,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005D8
54,005D9,hbo,י,130334.0,6.0,17.102979166081198,962,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.10424026431570083,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005D9
55,005D9,heb,י,42862.0,2.0,17.102979166081198,962,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.10686912509038322,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005D9
56,005DA,hbo,ך,10426.0,6.0,45.809959499189794,975,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.008338645294056016,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005DA
57,005DA,heb,ך,3409.0,2.0,45.809959499189794,975,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.008499763133617572,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005DA
58,005DB,hbo,כ,35535.0,6.0,41.9170839362089,1029,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.028420656102463124,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005DB
59,005DB,heb,כ,11954.0,2.0,41.9170839362089,1029,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.029805270900341588,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005DB
60,005DC,hbo,ל,85538.0,6.0,43.7159336549113,1077,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.06841272215259576,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005DC
61,005DC,heb,ל,30383.0,2.0,43.7159336549113,1077,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.07575485576083975,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005DC
62,005DD,hbo,ם,42426.0,6.0,62.372424030269,1070,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.03393203196294078,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005DD
63,005DD,heb,ם,18880.0,2.0,62.372424030269,1070,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.04707407684444112,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005DD
64,005DE,hbo,מ,59177.0,6.0,56.6964553125408,1205,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.04732937009076855,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005DE
65,005DE,heb,מ,19579.0,2.0,56.6964553125408,1205,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.04881691475303563,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005DE
66,005DF,hbo,ן,17732.0,6.0,34.991141436286895,974,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.014181935387895767,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005DF
67,005DF,heb,ן,4788.0,2.0,34.991141436286895,974,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.01193806567432119,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005DF
68,005E0,hbo,נ,39944.0,6.0,30.1076111019405,939,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.0319469449094354,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005E0
69,005E0,heb,נ,12378.0,2.0,30.1076111019405,939,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.030862442965068442,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005E0
70,005E1,hbo,ס,8607.0,6.0,54.2835943989608,1212,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.0068838212205965974,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005E1
71,005E1,heb,ס,3729.0,2.0,54.2835943989608,1212,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.009297628842845388,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005E1
72,005E2,hbo,ע,46413.0,6.0,59.1047461813874,1270,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.03712080798321714,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005E2
73,005E2,heb,ע,13020.0,2.0,59.1047461813874,1270,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.03246316104420675,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005E2
74,005E3,hbo,ף,3974.0,6.0,60.86876207877621,1226,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.0031783787069421263,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005E3
75,005E3,heb,ף,632.0,2.0,60.86876207877621,1226,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.0015757847757249359,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005E3
76,005E4,hbo,פ,16997.0,6.0,57.041928596594296,1265,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.01359408728784482,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005E4
77,005E4,heb,פ,5013.0,2.0,57.041928596594296,1265,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.012499065001121999,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005E4
78,005E5,hbo,ץ,4270.0,6.0,58.310613991184795,1167,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.00341511753362931,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005E5
79,005E5,heb,ץ,430.0,2.0,58.310613991184795,1167,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.001072132046774877,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005E5
80,005E6,hbo,צ,12005.0,6.0,52.9738836969656,1232,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.009601518967498798,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005E6
81,005E6,heb,צ,3246.0,2.0,52.9738836969656,1232,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.008093350287979655,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005E6
82,005E7,hbo,ק,20672.0,6.0,57.876069780207004,1070,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.016533327788099555,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005E7
83,005E7,heb,ק,5741.0,2.0,57.876069780207004,1070,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.014314209489615278,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005E7
84,005E8,hbo,ר,73285.0,6.0,35.0338260107553,904,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.05861285443841312,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005E8
85,005E8,heb,ר,19572.0,2.0,35.0338260107553,904,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.04879946144064627,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005E8
86,005E9,hbo,ש,63442.0,6.0,77.61438835141242,1353,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.05074048865773084,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005E9
87,005E9,heb,ש,21786.0,2.0,77.61438835141242,1353,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.05431969481636622,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005E9
88,005EA,hbo,ת,73849.0,6.0,50.5818040093185,1065,Hebr,27,0,abjad,Middle East,Armi,1250323.0,0.05906393787845221,1.0000000000000002,"Bentz & Ferrer-i-Cancho, 2016",005EA
89,005EA,heb,ת,20713.0,2.0,50.5818040093185,1065,Hebr,27,0,abjad,Middle East,Armi,401070.0,0.0516443513601117,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",005EA
90,00621,arb,ء,1480.0,2.0,17.8461581546632,997,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.003553540815297513,1.0,"Bentz & Ferrer-i-Cancho, 2016",00621
91,00622,arb,آ,554.0,2.0,22.3338725888909,939,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.0013301767646451501,1.0,"Bentz & Ferrer-i-Cancho, 2016",00622
92,00623,arb,أ,7465.0,2.0,21.857814675026997,943,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.017923771747429686,1.0,"Bentz & Ferrer-i-Cancho, 2016",00623
93,00624,arb,ؤ,285.0,2.0,35.9424381428071,1322,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.0006842967110539129,1.0,"Bentz & Ferrer-i-Cancho, 2016",00624
94,00625,arb,إ,2489.0,2.0,23.620526868162102,953,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.005976191276537507,1.0,"Bentz & Ferrer-i-Cancho, 2016",00625
95,00626,arb,ئ,2298.0,2.0,46.7032730491831,1324,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.005517592428076814,1.0,"Bentz & Ferrer-i-Cancho, 2016",00626
96,00627,arb,ا,51394.0,2.0,16.885103564215502,811,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.12339910585229756,1.0,"Bentz & Ferrer-i-Cancho, 2016",00627
97,00628,arb,ب,17616.0,2.0,32.9623603694556,1086,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.04229673986640607,1.0,"Bentz & Ferrer-i-Cancho, 2016",00628
98,00629,arb,ة,6698.0,2.0,25.138951435823103,1031,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.016082173230312663,1.0,"Bentz & Ferrer-i-Cancho, 2016",00629
99,0062A,arb,ت,13786.0,2.0,33.6785802747341,1042,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.03310075248627805,1.0,"Bentz & Ferrer-i-Cancho, 2016",0062A
100,0062B,arb,ث,2451.0,2.0,34.6764446695366,1084,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.005884951715063652,1.0,"Bentz & Ferrer-i-Cancho, 2016",0062B
101,0062C,arb,ج,6167.0,2.0,42.534270557549604,1090,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.01480722041077011,1.0,"Bentz & Ferrer-i-Cancho, 2016",0062C
102,0062D,arb,ح,7262.0,2.0,41.812843208787896,1066,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.017436360405871987,1.0,"Bentz & Ferrer-i-Cancho, 2016",0062D
103,0062E,arb,خ,4547.0,2.0,42.748058089801,1106,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.010917533842674184,1.0,"Bentz & Ferrer-i-Cancho, 2016",0062E
104,0062F,arb,د,9990.0,2.0,16.54288715904,921,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.023986400503258214,1.0,"Bentz & Ferrer-i-Cancho, 2016",0062F
105,00630,arb,ذ,5234.0,2.0,17.5393437012816,956,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.012567049072477826,1.0,"Bentz & Ferrer-i-Cancho, 2016",00630
106,00631,arb,ر,19235.0,2.0,15.1161015801444,909,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.046184025393410585,1.0,"Bentz & Ferrer-i-Cancho, 2016",00631
107,00632,arb,ز,1769.0,2.0,15.912325440102698,974,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.004247441690717095,1.0,"Bentz & Ferrer-i-Cancho, 2016",00632
108,00633,arb,س,10589.0,2.0,51.2699385300306,1341,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.02542462411701714,1.0,"Bentz & Ferrer-i-Cancho, 2016",00633
109,00634,arb,ش,3665.0,2.0,53.907530070860794,1401,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.008799815600044178,1.0,"Bentz & Ferrer-i-Cancho, 2016",00634
110,00635,arb,ص,3688.0,2.0,61.021538672072204,1414,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.008855039545146775,1.0,"Bentz & Ferrer-i-Cancho, 2016",00635
111,00636,arb,ض,3194.0,2.0,61.679979955145704,1435,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.00766892524598666,1.0,"Bentz & Ferrer-i-Cancho, 2016",00636
112,00637,arb,ط,3202.0,2.0,47.568305366104795,1142,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.007688133574717998,1.0,"Bentz & Ferrer-i-Cancho, 2016",00637
113,00638,arb,ظ,663.0,2.0,48.297791161518,1169,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.001591890243609629,1.0,"Bentz & Ferrer-i-Cancho, 2016",00638
114,00639,arb,ع,15389.0,2.0,41.2284833697892,1132,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.03694962135581988,1.0,"Bentz & Ferrer-i-Cancho, 2016",00639
115,0063A,arb,غ,1313.0,2.0,41.9572872869433,1187,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.0031525669530308342,1.0,"Bentz & Ferrer-i-Cancho, 2016",0063A
116,00641,arb,ف,11958.0,2.0,48.79349594339371,1295,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.02871164937116734,1.0,"Bentz & Ferrer-i-Cancho, 2016",00641
117,00642,arb,ق,9424.0,2.0,46.5441311184453,1341,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.022627411245516055,1.0,"Bentz & Ferrer-i-Cancho, 2016",00642
118,00643,arb,ك,12992.0,2.0,46.0401178898074,1202,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.031194325859692763,1.0,"Bentz & Ferrer-i-Cancho, 2016",00643
119,00644,arb,ل,42612.0,2.0,38.153911128683205,1008,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.10231316298747137,1.0,"Bentz & Ferrer-i-Cancho, 2016",00644
120,00645,arb,م,27238.0,2.0,30.652583308183196,1137,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.06539955724802274,1.0,"Bentz & Ferrer-i-Cancho, 2016",00645
121,00646,arb,ن,26278.0,2.0,29.0377062537783,1032,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.0630945578002622,1.0,"Bentz & Ferrer-i-Cancho, 2016",00646
122,00647,arb,ه,19073.0,2.0,23.5473904986866,988,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.04579505673660099,1.0,"Bentz & Ferrer-i-Cancho, 2016",00647
123,00648,arb,و,29720.0,2.0,29.0398299595465,1175,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.07135894123692033,1.0,"Bentz & Ferrer-i-Cancho, 2016",00648
124,00649,arb,ى,4919.0,2.0,39.8534538624728,1221,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.011810721128681397,1.0,"Bentz & Ferrer-i-Cancho, 2016",00649
125,0064A,arb,ي,29849.0,2.0,41.6540657793261,1224,Arab,39,0,abjad,Middle East,Nbat,416486.0,0.07166867553771315,1.0,"Bentz & Ferrer-i-Cancho, 2016",0064A
126,00985,ben,অ,3824.0,5.0,79.1452528115132,1403,Beng,44,0,abugida,India,Brah,699886.0,0.005463746953075215,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00985
127,00986,ben,আ,16730.0,5.0,103.99721657580099,1529,Beng,44,0,abugida,India,Brah,699886.0,0.023903892919704066,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00986
128,00987,ben,ই,15276.0,5.0,72.258915194388,1403,Beng,44,0,abugida,India,Brah,699886.0,0.0218264117299103,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00987
129,00988,ben,ঈ,1994.0,5.0,76.784439793738,1493,Beng,44,0,abugida,India,Brah,699886.0,0.0028490354143389067,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00988
130,00989,ben,উ,4430.0,5.0,89.9634227028392,1393,Beng,44,0,abugida,India,Brah,699886.0,0.006329602249509206,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",00989
131,0098A,ben,ঊ,24.0,5.0,113.717337037315,1563,Beng,44,0,abugida,India,Brah,699886.0,3.42912988686729e-05,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",0098A
132,0098B,ben,ঋ,30.0,5.0,76.53877378446519,1484,Beng,44,0,abugida,India,Brah,699886.0,4.286412358584112e-05,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",0098B
133,0098F,ben,এ,12515.0,5.0,61.6796070543693,1242,Beng,44,0,abugida,India,Brah,699886.0,0.017881483555893387,0.9999999999999999,"Bentz & Ferrer-i-Cancho, 2016",0098F
